time_step,chosen_arm,reward,cumulative_rewards,current_alpha,current_beta,arm_pulls
22081,38,1,16752,0.043478260869565216,0.5,22
22082,635,1,16753,0.038461538461538464,0.5,25
22083,111,1,16754,0.011764705882352941,0.5,84
22084,693,1,16755,0.1111111111111111,0.5,8
22085,599,1,16756,0.02564102564102564,0.5,38
22086,81,1,16757,0.03225806451612903,0.5,30
22087,635,1,16758,0.037037037037037035,0.5,26
22088,284,1,16759,0.041666666666666664,0.5,23
22089,250,1,16760,0.018867924528301886,0.5,52
22090,791,1,16761,0.034482758620689655,0.5,28
22091,88,1,16762,0.009900990099009901,0.5,100
22092,373,0,16762,0.034482758620689655,0.5,28
22093,480,1,16763,0.018867924528301886,0.5,52
22094,125,1,16764,0.02040816326530612,0.5,48
22095,180,1,16765,0.018518518518518517,0.5,53
22096,231,1,16766,0.029411764705882353,0.5,33
22097,724,1,16767,0.043478260869565216,0.5,22
22098,805,1,16768,0.16666666666666666,0.5,5
22099,740,1,16769,0.06666666666666667,0.5,14
22100,56,1,16770,0.06666666666666667,0.5,14
22101,374,1,16771,0.013513513513513514,0.5,73
22102,202,1,16772,0.012048192771084338,0.5,82
22103,478,0,16772,0.16666666666666666,0.5,5
22104,123,1,16773,0.07692307692307693,0.5,12
22105,156,0,16773,0.015384615384615385,0.5,64
22106,166,1,16774,0.021739130434782608,0.5,45
22107,579,1,16775,0.024390243902439025,0.5,40
22108,229,1,16776,0.023255813953488372,0.5,42
22109,104,1,16777,0.04,0.5,24
22110,615,1,16778,0.08333333333333333,0.5,11
22111,148,1,16779,0.015151515151515152,0.5,65
22112,579,1,16780,0.023809523809523808,0.5,41
22113,630,1,16781,0.047619047619047616,0.5,20
22114,179,1,16782,0.023809523809523808,0.5,41
22115,57,1,16783,0.013333333333333334,0.5,74
22116,133,1,16784,0.01818181818181818,0.5,54
22117,28,1,16785,0.02631578947368421,0.5,37
22118,30,1,16786,0.034482758620689655,0.5,28
22119,288,1,16787,0.03225806451612903,0.5,30
22120,623,0,16787,0.125,0.5,7
22121,102,1,16788,0.011764705882352941,0.5,84
22122,207,1,16789,0.027777777777777776,0.5,35
22123,261,1,16790,0.009433962264150943,0.5,105
22124,704,1,16791,0.03225806451612903,0.5,30
22125,99,1,16792,0.0196078431372549,0.5,50
22126,382,1,16793,0.024390243902439025,0.5,40
22127,257,1,16794,0.022222222222222223,0.5,44
22128,621,1,16795,0.034482758620689655,0.5,28
22129,137,1,16796,0.03125,0.5,31
22130,436,1,16797,0.024390243902439025,0.5,40
22131,156,1,16798,0.015151515151515152,0.5,65
22132,231,1,16799,0.02857142857142857,0.5,34
22133,623,1,16800,0.1111111111111111,0.5,8
22134,274,1,16801,0.01,0.5,99
22135,20,1,16802,0.02631578947368421,0.5,37
22136,19,1,16803,0.013157894736842105,0.5,75
22137,54,1,16804,0.07142857142857142,0.5,13
22138,9,1,16805,0.025,0.5,39
22139,159,1,16806,0.022222222222222223,0.5,44
22140,786,1,16807,0.05555555555555555,0.5,17
22141,791,1,16808,0.03333333333333333,0.5,29
22142,506,1,16809,0.029411764705882353,0.5,33
22143,268,1,16810,0.045454545454545456,0.5,21
22144,149,1,16811,0.043478260869565216,0.5,22
22145,312,0,16811,0.041666666666666664,0.5,23
22146,255,1,16812,0.05555555555555555,0.5,17
22147,220,1,16813,0.03333333333333333,0.5,29
22148,235,1,16814,0.008264462809917356,0.5,120
22149,235,1,16815,0.00819672131147541,0.5,121
22150,467,1,16816,0.021739130434782608,0.5,45
22151,442,1,16817,0.07142857142857142,0.5,13
22152,400,1,16818,0.2,0.5,4
22153,726,0,16818,0.07142857142857142,0.5,13
22154,224,1,16819,0.14285714285714285,0.5,6
22155,680,0,16819,0.1,0.5,9
22156,224,1,16820,0.125,0.5,7
22157,699,1,16821,0.2,0.5,4
22158,287,1,16822,0.011111111111111112,0.5,89
22159,122,0,16822,0.09090909090909091,0.5,10
22160,156,1,16823,0.014925373134328358,0.5,66
22161,243,1,16824,0.018518518518518517,0.5,53
22162,772,0,16824,0.034482758620689655,0.5,28
22163,11,0,16824,0.01818181818181818,0.5,54
22164,699,1,16825,0.16666666666666666,0.5,5
22165,730,0,16825,0.25,0.5,3
22166,222,1,16826,0.03225806451612903,0.5,30
22167,225,1,16827,0.017543859649122806,0.5,56
22168,120,1,16828,0.02631578947368421,0.5,37
22169,240,0,16828,0.05263157894736842,0.5,18
22170,100,1,16829,0.038461538461538464,0.5,25
22171,141,1,16830,0.02,0.5,49
22172,271,1,16831,0.07142857142857142,0.5,13
22173,25,1,16832,0.01818181818181818,0.5,54
22174,131,1,16833,0.013513513513513514,0.5,73
22175,259,1,16834,0.027777777777777776,0.5,35
22176,115,1,16835,0.018518518518518517,0.5,53
22177,0,1,16836,0.011363636363636364,0.5,87
22178,268,1,16837,0.043478260869565216,0.5,22
22179,295,1,16838,0.02127659574468085,0.5,46
22180,56,1,16839,0.0625,0.5,15
22181,19,1,16840,0.012987012987012988,0.5,76
22182,576,0,16840,0.08333333333333333,0.5,11
22183,659,1,16841,0.1,0.5,9
22184,182,1,16842,0.015625,0.5,63
22185,63,0,16842,0.016129032258064516,0.5,61
22186,50,1,16843,0.125,0.5,7
22187,778,1,16844,0.1,0.5,9
22188,644,1,16845,0.043478260869565216,0.5,22
22189,417,1,16846,0.0625,0.5,15
22190,784,1,16847,0.25,0.5,3
22191,126,1,16848,0.018518518518518517,0.5,53
22192,381,1,16849,0.03125,0.5,31
22193,403,1,16850,0.058823529411764705,0.5,16
22194,105,1,16851,0.011111111111111112,0.5,89
22195,220,1,16852,0.03225806451612903,0.5,30
22196,191,1,16853,0.02127659574468085,0.5,46
22197,190,1,16854,0.0136986301369863,0.5,72
22198,64,1,16855,0.017543859649122806,0.5,56
22199,243,1,16856,0.01818181818181818,0.5,54
22200,226,1,16857,0.030303030303030304,0.5,32
22201,466,1,16858,0.03571428571428571,0.5,27
22202,506,1,16859,0.02857142857142857,0.5,34
22203,580,1,16860,0.05263157894736842,0.5,18
22204,769,1,16861,0.09090909090909091,0.5,10
22205,838,1,16862,0.16666666666666666,0.5,5
22206,190,1,16863,0.013513513513513514,0.5,73
22207,415,1,16864,0.014285714285714285,0.5,69
22208,260,1,16865,0.03333333333333333,0.5,29
22209,90,0,16865,0.007633587786259542,0.5,130
22210,149,1,16866,0.041666666666666664,0.5,23
22212,519,1,16867,0.05,0.5,19
22213,133,1,16868,0.017857142857142856,0.5,55
22214,611,1,16869,0.1,0.5,9
22215,294,1,16870,0.019230769230769232,0.5,51
22216,175,1,16871,0.014925373134328358,0.5,66
22217,198,1,16872,0.020833333333333332,0.5,47
22218,423,1,16873,0.017543859649122806,0.5,56
22219,167,1,16874,0.023255813953488372,0.5,42
22220,202,1,16875,0.011904761904761904,0.5,83
22221,380,1,16876,0.06666666666666667,0.5,14
22222,25,1,16877,0.017857142857142856,0.5,55
22223,613,1,16878,0.09090909090909091,0.5,10
22224,428,1,16879,0.05263157894736842,0.5,18
22225,630,1,16880,0.045454545454545456,0.5,21
22226,699,1,16881,0.14285714285714285,0.5,6
22227,85,1,16882,0.022222222222222223,0.5,44
22228,89,1,16883,0.022222222222222223,0.5,44
22229,363,1,16884,0.023255813953488372,0.5,42
22230,398,0,16884,0.25,0.5,3
22231,648,1,16885,0.5,0.5,1
22232,396,0,16885,0.03333333333333333,0.5,29
22233,178,1,16886,0.034482758620689655,0.5,28
22234,655,1,16887,0.05,0.5,19
22235,576,0,16887,0.07692307692307693,0.5,12
22236,579,1,16888,0.023255813953488372,0.5,42
22237,660,0,16888,0.06666666666666667,0.5,14
22238,7,1,16889,0.015625,0.5,63
22239,336,1,16890,0.07142857142857142,0.5,13
22240,174,1,16891,0.017857142857142856,0.5,55
22241,647,0,16891,0.07142857142857142,0.5,13
22242,694,1,16892,0.043478260869565216,0.5,22
22243,2,1,16893,0.08333333333333333,0.5,11
22244,597,1,16894,0.04,0.5,24
22245,269,1,16895,0.00909090909090909,0.5,109
22246,105,1,16896,0.01098901098901099,0.5,90
22247,163,1,16897,0.014084507042253521,0.5,70
22248,571,0,16897,0.038461538461538464,0.5,25
22249,171,1,16898,0.015151515151515152,0.5,65
22250,133,1,16899,0.017543859649122806,0.5,56
22251,156,1,16900,0.014705882352941176,0.5,67
22252,378,1,16901,0.041666666666666664,0.5,23
22253,357,1,16902,0.047619047619047616,0.5,20
22254,304,1,16903,0.03125,0.5,31
22255,37,1,16904,0.04,0.5,24
22256,236,1,16905,0.030303030303030304,0.5,32
22257,150,1,16906,0.047619047619047616,0.5,20
22258,161,1,16907,0.00980392156862745,0.5,101
22259,264,1,16908,0.018518518518518517,0.5,53
22260,61,1,16909,0.03333333333333333,0.5,29
22261,119,1,16910,0.047619047619047616,0.5,20
22262,272,1,16911,0.025,0.5,39
22263,639,1,16912,0.1,0.5,9
22264,241,1,16913,0.01639344262295082,0.5,60
22265,165,1,16914,0.017543859649122806,0.5,56
22266,622,1,16915,0.05,0.5,19
22267,200,1,16916,0.07142857142857142,0.5,13
22268,257,0,16916,0.021739130434782608,0.5,45
22269,366,1,16917,0.0625,0.5,15
22270,450,1,16918,0.03571428571428571,0.5,27
22271,62,1,16919,0.014084507042253521,0.5,70
22272,79,1,16920,0.013888888888888888,0.5,71
22273,244,1,16921,0.012195121951219513,0.5,81
22274,419,1,16922,0.023255813953488372,0.5,42
22275,264,1,16923,0.01818181818181818,0.5,54
22276,316,1,16924,0.03333333333333333,0.5,29
22277,705,0,16924,0.08333333333333333,0.5,11
22278,175,1,16925,0.014705882352941176,0.5,67
22279,193,0,16925,0.02702702702702703,0.5,36
22280,263,1,16926,0.009174311926605505,0.5,108
22281,293,1,16927,0.021739130434782608,0.5,45
22282,506,0,16927,0.027777777777777776,0.5,35
22283,649,1,16928,0.1,0.5,9
22284,176,1,16929,0.01694915254237288,0.5,58
22285,154,1,16930,0.010869565217391304,0.5,91
22286,84,1,16931,0.03571428571428571,0.5,27
22287,760,1,16932,0.16666666666666666,0.5,5
22288,355,1,16933,0.023809523809523808,0.5,41
22289,455,1,16934,0.024390243902439025,0.5,40
22290,515,0,16934,0.027777777777777776,0.5,35
22291,713,1,16935,0.14285714285714285,0.5,6
22292,89,1,16936,0.021739130434782608,0.5,45
22293,70,1,16937,0.012658227848101266,0.5,78
22294,356,1,16938,0.0196078431372549,0.5,50
22295,49,1,16939,0.01020408163265306,0.5,97
22296,251,1,16940,0.0136986301369863,0.5,72
22297,132,1,16941,0.045454545454545456,0.5,21
22298,390,1,16942,0.037037037037037035,0.5,26
22299,733,1,16943,0.1,0.5,9
22300,217,1,16944,0.011235955056179775,0.5,88
22301,234,1,16945,0.015384615384615385,0.5,64
22302,90,1,16946,0.007575757575757576,0.5,131
22303,633,1,16947,0.015625,0.5,63
22304,118,1,16948,0.014705882352941176,0.5,67
22305,26,1,16949,0.043478260869565216,0.5,22
22306,89,1,16950,0.02127659574468085,0.5,46
22307,815,1,16951,0.14285714285714285,0.5,6
22308,28,1,16952,0.02564102564102564,0.5,38
22309,101,1,16953,0.05555555555555555,0.5,17
22310,154,1,16954,0.010752688172043012,0.5,92
22311,59,1,16955,0.03571428571428571,0.5,27
22312,105,1,16956,0.010869565217391304,0.5,91
22313,244,1,16957,0.012048192771084338,0.5,82
22314,85,1,16958,0.021739130434782608,0.5,45
22315,99,1,16959,0.019230769230769232,0.5,51
22317,432,1,16960,0.09090909090909091,0.5,10
22318,385,1,16961,0.018518518518518517,0.5,53
22320,250,1,16962,0.018518518518518517,0.5,53
22321,466,1,16963,0.034482758620689655,0.5,28
22322,430,1,16964,0.1,0.5,9
22323,263,1,16965,0.00909090909090909,0.5,109
22324,355,1,16966,0.023255813953488372,0.5,42
22325,29,1,16967,0.03571428571428571,0.5,27
22326,644,1,16968,0.041666666666666664,0.5,23
22327,241,1,16969,0.016129032258064516,0.5,61
22328,718,1,16970,0.045454545454545456,0.5,21
22329,195,1,16971,0.018867924528301886,0.5,52
22330,43,1,16972,0.008130081300813009,0.5,122
22331,99,1,16973,0.018867924528301886,0.5,52
22332,73,1,16974,0.01639344262295082,0.5,60
22333,221,1,16975,0.025,0.5,39
22334,78,1,16976,0.022222222222222223,0.5,44
22335,492,1,16977,0.02631578947368421,0.5,37
22336,471,1,16978,0.04,0.5,24
22337,234,1,16979,0.015151515151515152,0.5,65
22338,361,1,16980,0.05555555555555555,0.5,17
22339,202,1,16981,0.011764705882352941,0.5,84
22340,78,1,16982,0.021739130434782608,0.5,45
22341,358,1,16983,0.013157894736842105,0.5,75
22342,616,0,16983,0.16666666666666666,0.5,5
22343,569,1,16984,0.037037037037037035,0.5,26
22344,728,0,16984,0.1,0.5,9
22345,244,1,16985,0.011904761904761904,0.5,83
22346,43,1,16986,0.008064516129032258,0.5,123
22347,70,1,16987,0.0125,0.5,79
22348,448,0,16987,0.017857142857142856,0.5,55
22349,578,0,16987,0.08333333333333333,0.5,11
22350,250,1,16988,0.01818181818181818,0.5,54
22351,166,1,16989,0.02127659574468085,0.5,46
22352,539,1,16990,0.1,0.5,9
22353,261,1,16991,0.009345794392523364,0.5,106
22354,41,1,16992,0.02702702702702703,0.5,36
22355,99,1,16993,0.018518518518518517,0.5,53
22356,386,1,16994,0.034482758620689655,0.5,28
22357,206,1,16995,0.030303030303030304,0.5,32
22358,325,0,16995,0.08333333333333333,0.5,11
22359,304,0,16995,0.030303030303030304,0.5,32
22360,243,1,16996,0.017857142857142856,0.5,55
22361,65,1,16997,0.05,0.5,19
22362,116,1,16998,0.02631578947368421,0.5,37
22363,394,0,16998,0.02857142857142857,0.5,34
22364,810,0,16998,0.08333333333333333,0.5,11
22365,241,1,16999,0.015873015873015872,0.5,62
22366,206,1,17000,0.029411764705882353,0.5,33
22367,6,1,17001,0.018867924528301886,0.5,52
22368,632,1,17002,0.037037037037037035,0.5,26
22369,417,1,17003,0.058823529411764705,0.5,16
22370,612,1,17004,0.08333333333333333,0.5,11
22371,350,1,17005,0.025,0.5,39
22372,195,1,17006,0.018518518518518517,0.5,53
22373,383,1,17007,0.022727272727272728,0.5,43
22374,583,1,17008,0.037037037037037035,0.5,26
22375,49,1,17009,0.010101010101010102,0.5,98
22376,156,1,17010,0.014492753623188406,0.5,68
22377,467,1,17011,0.02127659574468085,0.5,46
22378,318,0,17011,0.09090909090909091,0.5,10
22379,730,1,17012,0.2,0.5,4
22380,284,1,17013,0.04,0.5,24
22381,260,1,17014,0.03225806451612903,0.5,30
22382,265,1,17015,0.05555555555555555,0.5,17
22383,248,1,17016,0.020833333333333332,0.5,47
22384,515,0,17016,0.02702702702702703,0.5,36
22385,70,1,17017,0.012345679012345678,0.5,80
22386,522,1,17018,0.07692307692307693,0.5,12
22387,711,0,17018,0.1,0.5,9
22388,119,1,17019,0.045454545454545456,0.5,21
22389,235,1,17020,0.008130081300813009,0.5,122
22390,416,1,17021,0.023809523809523808,0.5,41
22391,197,1,17022,0.038461538461538464,0.5,25
22392,633,1,17023,0.015384615384615385,0.5,64
22393,371,1,17024,0.02702702702702703,0.5,36
22394,105,0,17024,0.010752688172043012,0.5,92
22395,231,0,17024,0.027777777777777776,0.5,35
22396,295,1,17025,0.020833333333333332,0.5,47
22397,184,1,17026,0.012195121951219513,0.5,81
22398,561,1,17027,0.020833333333333332,0.5,47
22399,241,1,17028,0.015625,0.5,63
22400,590,1,17029,0.045454545454545456,0.5,21
22401,521,1,17030,0.0625,0.5,15
22402,248,1,17031,0.02040816326530612,0.5,48
22403,281,1,17032,0.03125,0.5,31
22404,298,1,17033,0.037037037037037035,0.5,26
22405,560,1,17034,0.03225806451612903,0.5,30
22406,621,1,17035,0.03333333333333333,0.5,29
22407,488,1,17036,0.02857142857142857,0.5,34
22408,168,0,17036,0.021739130434782608,0.5,45
22409,55,0,17036,0.034482758620689655,0.5,28
22410,457,1,17037,0.041666666666666664,0.5,23
22412,99,1,17038,0.01818181818181818,0.5,54
22413,754,1,17039,0.25,0.5,3
22414,519,1,17040,0.047619047619047616,0.5,20
22415,139,0,17040,0.047619047619047616,0.5,20
22416,161,1,17041,0.009708737864077669,0.5,102
22417,294,1,17042,0.018867924528301886,0.5,52
22418,202,0,17042,0.011627906976744186,0.5,85
22419,311,1,17043,0.14285714285714285,0.5,6
22420,251,1,17044,0.013513513513513514,0.5,73
22421,486,1,17045,0.03225806451612903,0.5,30
22422,556,1,17046,0.09090909090909091,0.5,10
22423,619,1,17047,0.029411764705882353,0.5,33
22424,183,1,17048,0.025,0.5,39
22425,147,1,17049,0.07142857142857142,0.5,13
22426,799,0,17049,0.125,0.5,7
22427,79,1,17050,0.0136986301369863,0.5,72
22428,397,0,17050,0.1111111111111111,0.5,8
22429,183,1,17051,0.024390243902439025,0.5,40
22430,405,1,17052,0.05263157894736842,0.5,18
22431,151,1,17053,0.1,0.5,9
22432,19,1,17054,0.01282051282051282,0.5,77
22433,356,1,17055,0.019230769230769232,0.5,51
22434,305,1,17056,0.01694915254237288,0.5,58
22435,381,1,17057,0.030303030303030304,0.5,32
22436,162,1,17058,0.017857142857142856,0.5,55
22437,183,1,17059,0.023809523809523808,0.5,41
22439,438,1,17060,0.029411764705882353,0.5,33
22440,109,1,17061,0.019230769230769232,0.5,51
22441,619,1,17062,0.02857142857142857,0.5,34
22442,13,1,17063,0.014084507042253521,0.5,70
22443,590,0,17063,0.043478260869565216,0.5,22
22444,260,1,17064,0.03125,0.5,31
22445,230,1,17065,0.09090909090909091,0.5,10
22446,656,1,17066,0.0625,0.5,15
22447,391,1,17067,0.034482758620689655,0.5,28
22448,298,0,17067,0.03571428571428571,0.5,27
22449,625,0,17067,0.034482758620689655,0.5,28
22450,159,1,17068,0.021739130434782608,0.5,45
22451,695,1,17069,0.03225806451612903,0.5,30
22452,454,1,17070,0.023255813953488372,0.5,42
22453,70,1,17071,0.012195121951219513,0.5,81
22454,182,1,17072,0.015384615384615385,0.5,64
22455,225,1,17073,0.017241379310344827,0.5,57
22456,520,0,17073,0.2,0.5,4
22457,775,0,17073,0.14285714285714285,0.5,6
22458,506,1,17074,0.02702702702702703,0.5,36
22459,214,1,17075,0.014705882352941176,0.5,67
22460,102,1,17076,0.011627906976744186,0.5,85
22461,6,1,17077,0.018518518518518517,0.5,53
22462,18,0,17077,0.05263157894736842,0.5,18
22463,455,1,17078,0.023809523809523808,0.5,41
22464,780,1,17079,1.0,0.5,0
22465,6,1,17080,0.01818181818181818,0.5,54
22466,303,1,17081,0.045454545454545456,0.5,21
22467,532,1,17082,0.1111111111111111,0.5,8
22468,578,1,17083,0.07692307692307693,0.5,12
22469,494,1,17084,0.016129032258064516,0.5,61
22470,234,1,17085,0.014925373134328358,0.5,66
22471,190,1,17086,0.013333333333333334,0.5,74
22472,161,1,17087,0.009615384615384616,0.5,103
22473,130,1,17088,0.02564102564102564,0.5,38
22474,134,0,17088,0.018518518518518517,0.5,53
22475,374,1,17089,0.013333333333333334,0.5,74
22476,191,1,17090,0.020833333333333332,0.5,47
22477,50,0,17090,0.1111111111111111,0.5,8
22478,68,1,17091,0.024390243902439025,0.5,40
22479,257,1,17092,0.02127659574468085,0.5,46
22480,156,1,17093,0.014285714285714285,0.5,69
22481,245,1,17094,0.038461538461538464,0.5,25
22482,275,0,17094,0.020833333333333332,0.5,47
22483,62,1,17095,0.013888888888888888,0.5,71
22485,381,1,17096,0.029411764705882353,0.5,33
22486,155,1,17097,0.015873015873015872,0.5,62
22487,34,1,17098,0.1,0.5,9
22488,258,1,17099,0.034482758620689655,0.5,28
22489,68,1,17100,0.023809523809523808,0.5,41
22490,2,1,17101,0.07692307692307693,0.5,12
22491,193,1,17102,0.02631578947368421,0.5,37
22492,518,1,17103,0.025,0.5,39
22493,67,1,17104,0.07692307692307693,0.5,12
22494,532,1,17105,0.1,0.5,9
22495,235,1,17106,0.008064516129032258,0.5,123
22496,515,0,17106,0.02631578947368421,0.5,37
22497,91,1,17107,0.07692307692307693,0.5,12
22498,438,1,17108,0.02857142857142857,0.5,34
22499,583,1,17109,0.03571428571428571,0.5,27
22500,9,1,17110,0.024390243902439025,0.5,40
22501,90,1,17111,0.007518796992481203,0.5,132
22502,291,1,17112,0.014285714285714285,0.5,69
22503,248,1,17113,0.02,0.5,49
22504,770,1,17114,0.047619047619047616,0.5,20
22505,633,1,17115,0.015151515151515152,0.5,65
22506,310,1,17116,0.02564102564102564,0.5,38
22507,361,1,17117,0.05263157894736842,0.5,18
22508,5,1,17118,0.009523809523809525,0.5,104
22509,26,0,17118,0.041666666666666664,0.5,23
22510,295,0,17118,0.02040816326530612,0.5,48
22511,610,1,17119,0.058823529411764705,0.5,16
22512,761,1,17120,0.14285714285714285,0.5,6
22513,608,0,17120,0.07142857142857142,0.5,13
22515,382,1,17121,0.023809523809523808,0.5,41
22516,384,1,17122,0.16666666666666666,0.5,5
22517,438,1,17123,0.027777777777777776,0.5,35
22518,236,0,17123,0.029411764705882353,0.5,33
22519,680,1,17124,0.09090909090909091,0.5,10
22520,377,1,17125,0.021739130434782608,0.5,45
22521,303,1,17126,0.043478260869565216,0.5,22
22522,220,0,17126,0.03125,0.5,31
22523,151,1,17127,0.09090909090909091,0.5,10
22524,612,0,17127,0.07692307692307693,0.5,12
22525,181,1,17128,0.045454545454545456,0.5,21
22526,214,1,17129,0.014492753623188406,0.5,68
22527,62,1,17130,0.0136986301369863,0.5,72
22528,524,1,17131,0.07692307692307693,0.5,12
22529,263,1,17132,0.009009009009009009,0.5,110
22530,51,1,17133,0.025,0.5,39
22531,570,1,17134,0.14285714285714285,0.5,6
22532,115,1,17135,0.01818181818181818,0.5,54
22533,80,1,17136,0.047619047619047616,0.5,20
22534,454,1,17137,0.022727272727272728,0.5,43
22535,329,1,17138,0.03333333333333333,0.5,29
22536,803,0,17138,0.08333333333333333,0.5,11
22537,10,1,17139,0.014705882352941176,0.5,67
22538,829,1,17140,0.25,0.5,3
22539,279,1,17141,0.047619047619047616,0.5,20
22540,293,1,17142,0.02127659574468085,0.5,46
22541,118,1,17143,0.014492753623188406,0.5,68
22542,419,1,17144,0.022727272727272728,0.5,43
22543,169,1,17145,0.058823529411764705,0.5,16
22544,722,1,17146,0.0625,0.5,15
22545,290,1,17147,0.043478260869565216,0.5,22
22546,567,1,17148,0.045454545454545456,0.5,21
22547,25,1,17149,0.017543859649122806,0.5,56
22548,682,1,17150,0.125,0.5,7
22549,586,1,17151,0.025,0.5,39
22550,263,1,17152,0.008928571428571428,0.5,111
22551,263,1,17153,0.008849557522123894,0.5,112
22552,244,1,17154,0.011764705882352941,0.5,84
22553,158,1,17155,0.038461538461538464,0.5,25
22554,74,1,17156,0.02564102564102564,0.5,38
22555,189,1,17157,0.0196078431372549,0.5,50
22556,152,1,17158,0.012195121951219513,0.5,81
22557,839,0,17158,0.14285714285714285,0.5,6
22558,49,1,17159,0.01,0.5,99
22559,267,1,17160,0.043478260869565216,0.5,22
22560,135,1,17161,0.045454545454545456,0.5,21
22561,241,0,17161,0.015384615384615385,0.5,64
22562,619,1,17162,0.027777777777777776,0.5,35
22563,617,1,17163,0.047619047619047616,0.5,20
22564,78,1,17164,0.02127659574468085,0.5,46
22565,358,1,17165,0.012987012987012988,0.5,76
22566,120,1,17166,0.02564102564102564,0.5,38
22567,10,1,17167,0.014492753623188406,0.5,68
22568,73,1,17168,0.016129032258064516,0.5,61
22569,154,1,17169,0.010638297872340425,0.5,93
22570,289,1,17170,0.043478260869565216,0.5,22
22571,176,0,17170,0.016666666666666666,0.5,59
22573,628,0,17170,0.014285714285714285,0.5,69
22574,704,1,17171,0.03125,0.5,31
22575,364,1,17172,0.02857142857142857,0.5,34
22576,174,1,17173,0.017543859649122806,0.5,56
22577,235,1,17174,0.008,0.5,124
22579,263,1,17175,0.008771929824561403,0.5,113
22580,49,1,17176,0.009900990099009901,0.5,100
22581,416,1,17177,0.023255813953488372,0.5,42
22582,105,1,17178,0.010638297872340425,0.5,93
22583,157,1,17179,0.04,0.5,24
22584,48,1,17180,0.02564102564102564,0.5,38
22585,205,1,17181,0.041666666666666664,0.5,23
22586,210,1,17182,0.021739130434782608,0.5,45
22587,361,1,17183,0.05,0.5,19
22588,341,0,17183,0.14285714285714285,0.5,6
22589,338,1,17184,0.043478260869565216,0.5,22
22590,160,1,17185,0.020833333333333332,0.5,47
22591,138,1,17186,0.07692307692307693,0.5,12
22592,627,1,17187,0.06666666666666667,0.5,14
22593,444,1,17188,0.03333333333333333,0.5,29
22594,744,0,17188,0.2,0.5,4
22595,418,1,17189,0.04,0.5,24
22596,150,1,17190,0.045454545454545456,0.5,21
22597,285,0,17190,0.09090909090909091,0.5,10
22598,291,1,17191,0.014084507042253521,0.5,70
22599,25,1,17192,0.017241379310344827,0.5,57
22600,471,1,17193,0.038461538461538464,0.5,25
22601,223,1,17194,0.04,0.5,24
22602,361,1,17195,0.047619047619047616,0.5,20
22603,5,1,17196,0.009433962264150943,0.5,105
22604,298,1,17197,0.034482758620689655,0.5,28
22605,119,1,17198,0.043478260869565216,0.5,22
22606,151,1,17199,0.08333333333333333,0.5,11
22607,198,0,17199,0.02040816326530612,0.5,48
22608,278,1,17200,0.03333333333333333,0.5,29
22609,290,1,17201,0.041666666666666664,0.5,23
22610,250,1,17202,0.017857142857142856,0.5,55
22611,64,1,17203,0.017241379310344827,0.5,57
22612,10,1,17204,0.014285714285714285,0.5,69
22613,566,1,17205,0.02564102564102564,0.5,38
22614,785,1,17206,0.06666666666666667,0.5,14
22615,11,1,17207,0.017857142857142856,0.5,55
22616,213,0,17207,0.047619047619047616,0.5,20
22617,116,1,17208,0.02564102564102564,0.5,38
22618,27,1,17209,0.1,0.5,9
22619,266,1,17210,0.03333333333333333,0.5,29
22620,450,1,17211,0.034482758620689655,0.5,28
22621,428,1,17212,0.05,0.5,19
22622,25,1,17213,0.01694915254237288,0.5,58
22623,538,1,17214,0.03333333333333333,0.5,29
22624,163,1,17215,0.013888888888888888,0.5,71
22625,43,1,17216,0.008,0.5,124
22626,426,1,17217,0.043478260869565216,0.5,22
22627,468,1,17218,0.037037037037037035,0.5,26
22628,43,1,17219,0.007936507936507936,0.5,125
22629,591,1,17220,0.034482758620689655,0.5,28
22630,436,1,17221,0.023809523809523808,0.5,41
22631,241,1,17222,0.015151515151515152,0.5,65
22632,293,1,17223,0.020833333333333332,0.5,47
22633,564,1,17224,0.0625,0.5,15
22634,770,1,17225,0.045454545454545456,0.5,21
22635,133,1,17226,0.017241379310344827,0.5,57
22636,233,1,17227,0.030303030303030304,0.5,32
22637,143,1,17228,0.045454545454545456,0.5,21
22638,48,1,17229,0.025,0.5,39
22639,314,1,17230,0.09090909090909091,0.5,10
22640,388,1,17231,0.02,0.5,49
22641,355,1,17232,0.022727272727272728,0.5,43
22642,577,1,17233,0.14285714285714285,0.5,6
22643,374,0,17233,0.013157894736842105,0.5,75
22644,300,1,17234,0.014285714285714285,0.5,69
22645,66,1,17235,0.02857142857142857,0.5,34
22646,139,0,17235,0.045454545454545456,0.5,21
22647,785,1,17236,0.0625,0.5,15
22648,495,0,17236,0.0625,0.5,15
22649,181,1,17237,0.043478260869565216,0.5,22
22650,312,0,17237,0.04,0.5,24
22651,20,1,17238,0.02564102564102564,0.5,38
22652,87,1,17239,0.017241379310344827,0.5,57
22653,90,1,17240,0.007462686567164179,0.5,133
22655,150,1,17241,0.043478260869565216,0.5,22
22656,804,0,17241,0.1111111111111111,0.5,8
22657,22,1,17242,0.013157894736842105,0.5,75
22658,275,1,17243,0.02040816326530612,0.5,48
22659,612,1,17244,0.07142857142857142,0.5,13
22660,56,0,17244,0.058823529411764705,0.5,16
22661,137,1,17245,0.030303030303030304,0.5,32
22662,661,1,17246,0.03571428571428571,0.5,27
22663,90,1,17247,0.007407407407407408,0.5,134
22664,643,1,17248,0.038461538461538464,0.5,25
